,symbol,country1,country2,value,date,type,category,url,title,StartDate,lastupdate
6213,MEXCAN15151,Mexico,Canada,1083882,2022,Import,"Fixed vegetable fats and oils not specified elsewhere, not chemically modified",/mexico/imports/canada/fixed-vegetable-fats-oils-not-chemically-modified,"Mexico Imports from Canada of Fixed vegetable fats and oils not specified elsewhere, not chemically modified",1991.0,2023-12-07T09:24:00
6214,MEXCAN15162,Mexico,Canada,2588,2022,Export,"Animal or vegetable fats and oils, hydrogenated, not further prepared",/mexico/exports/canada/animal-vegetable-fats-oils-fractons-partly-wholly-hydrogenated,"Mexico exports of animal or vegetable fats and oils, hydrogenated, not further prepared to Canada",1991.0,2023-12-07T09:24:00
6215,MEXCAN15141,Mexico,Canada,348585217,2022,Import,"Rapeseed, colza or mustard oil, not chemically modified",/mexico/imports/canada/rapeseed-colza-mustard-oil-not-chemically-modified,"Mexico Imports from Canada of Rapeseed, colza or mustard oil, not chemically modified",1990.0,2023-12-07T09:24:00
6216,MEXCAN15042,Mexico,Canada,3575152,2022,Export,"Fats and oils, their fractions, fish and marine mammal",/mexico/exports/canada/fats-oils-fractions-fish-marine-mammal,"Mexico exports of fats and oils, their fractions, fish and marine mammal to Canada",2006.0,2023-12-07T09:24:00
6217,MEXCAN15011,Mexico,Canada,2035150,2022,Import,"Lard, other pig fat and poultry fat, rendered",/mexico/imports/canada/lard-pig-fat-poultry-fat-rendered,"Mexico Imports from Canada of Lard, other pig fat and poultry fat, rendered",1994.0,2023-12-07T09:24:00
6218,MEXCAN14042,Mexico,Canada,13606,2022,Export,Vegetable products not specified elsewhere,/mexico/exports/canada/other-vegetable-products,Mexico exports of vegetable products not specified elsewhere to Canada,1991.0,2023-12-07T09:24:00
6219,MEXCAN13022,Mexico,Canada,17789,2022,Export,Vegetable saps and extracts: pectinates and pectates,/mexico/exports/canada/vegetable-saps-extracts-pectinates-pectates,Mexico exports of vegetable saps and extracts: pectinates and pectates to Canada,1990.0,2023-12-07T09:24:00
6220,MEXCAN13021,Mexico,Canada,4211006,2022,Import,Vegetable saps and extracts: pectinates and pectates,/mexico/imports/canada/vegetable-saps-extracts-pectinates-pectates,Mexico Imports from Canada of Vegetable saps and extracts: pectinates and pectates,1993.0,2023-12-07T09:24:00
6221,MEXCAN12122,Mexico,Canada,307124,2022,Export,"Locust beans, seaweeds and other algae, sugar beet, sugar cane, whether or not ground; fruit stones, kernels and other vegetable products",/mexico/exports/canada/locust-beans-seaweeds-algae-sugar-beet-sugar-cane-fresh-chilled-frozen-dried-ground-fruit-stones-kernels-vegetable-products,"Mexico exports of locust beans, seaweeds and other algae, sugar beet, sugar cane, whether or not ground; fruit stones, kernels and other vegetable products to Canada",1991.0,2023-12-07T09:24:00
6222,MEXCAN12112,Mexico,Canada,4606665,2022,Export,"Plants for pharmacy, perfume, insecticides",/mexico/exports/canada/plants-pharmacy-perfume-insecticides,"Mexico exports of plants for pharmacy, perfume, insecticides to Canada",1991.0,2023-12-07T09:24:00
6223,MEXCAN12111,Mexico,Canada,173967,2022,Import,"Plants for pharmacy, perfume, insecticides",/mexico/imports/canada/plants-pharmacy-perfume-insecticides,"Mexico Imports from Canada of Plants for pharmacy, perfume, insecticides",1995.0,2023-12-07T09:24:00
6224,MEXCAN12071,Mexico,Canada,8402147,2022,Import,"Oil seeds and oleaginous fruits not specified elsewhere, whether or not broken",/mexico/imports/canada/oil-seeds-oleaginous-fruits-broken,"Mexico Imports from Canada of Oil seeds and oleaginous fruits not specified elsewhere, whether or not broken",1990.0,2023-12-07T09:24:00
6225,MEXCAN12051,Mexico,Canada,753933669,2022,Import,"Rape or colza seeds, whether or not broken",/mexico/imports/canada/rape-colza-seeds-broken,"Mexico Imports from Canada of Rape or colza seeds, whether or not broken",1991.0,2023-12-07T09:24:00
6226,MEXCAN12041,Mexico,Canada,3807473,2022,Import,"Flaxseed (linseed), whether or not broken",/mexico/imports/canada/flaxseed-linseed-broken,"Mexico Imports from Canada of Flaxseed (linseed), whether or not broken",1990.0,2023-12-07T09:24:00
6227,MEXCAN11082,Mexico,Canada,1462587,2022,Export,"Starches, inulin",/mexico/exports/canada/wheat-starches,"Mexico exports of starches, inulin to Canada",1995.0,2023-12-07T09:24:00
6228,MEXCAN11071,Mexico,Canada,73433984,2022,Import,"Malt, whether or not roasted",/mexico/imports/canada/malt-roasted,"Mexico Imports from Canada of Malt, whether or not roasted",1994.0,2023-12-07T09:24:00
6229,MEXCAN11041,Mexico,Canada,15336410,2022,Import,"Cereal grains, worked, not specified elsewhere, cereal germs",/mexico/imports/canada/cereal-grains-worked-cereal-germs-worked,"Mexico Imports from Canada of Cereal grains, worked, not specified elsewhere, cereal germs",1991.0,2023-12-07T09:24:00
6230,MEXCAN11011,Mexico,Canada,29222,2022,Import,Wheat or meslin flour,/mexico/imports/canada/wheat-meslin-flour,Mexico Imports from Canada of Wheat or meslin flour,1994.0,2023-12-07T09:24:00
6231,MEXCAN11022,Mexico,Canada,38860,2022,Export,"Cereal flours, except of wheat or of meslin",/mexico/exports/canada/cereal-flours-except-wheat-meslin,"Mexico exports of cereal flours, except of wheat or of meslin to Canada",2000.0,2023-12-07T09:24:00
6232,MEXCAN11021,Mexico,Canada,55777,2022,Import,"Cereal flours, except of wheat or of meslin",/mexico/imports/canada/cereal-flours-except-wheat-meslin,"Mexico Imports from Canada of Cereal flours, except of wheat or of meslin",1991.0,2023-12-07T09:24:00
6233,MEXCAN10081,Mexico,Canada,14169822,2022,Import,"Buckwheat, millet and canary seed, cereals not specified elsewhere",/mexico/imports/canada/buckwheat-millet-canary-seed-cereals,"Mexico Imports from Canada of Buckwheat, millet and canary seed, cereals not specified elsewhere",1990.0,2023-12-07T09:24:00
6234,MEXCAN10041,Mexico,Canada,197499,2022,Import,Oats,/mexico/imports/canada/oats,Mexico Imports from Canada of Oats,1990.0,2023-12-07T09:24:00
6235,MEXCAN10011,Mexico,Canada,76161973,2022,Import,Wheat and meslin,/mexico/imports/canada/wheat-meslin,Mexico Imports from Canada of Wheat and meslin,1990.0,2023-12-07T09:24:00
6236,MEXCAN09102,Mexico,Canada,627546,2022,Export,"Ginger, saffron, tumeric, thyme, bay leaves",/mexico/exports/canada/ginger-saffron-tumeric-thyme-bay-leaves,"Mexico exports of ginger, saffron, tumeric, thyme, bay leaves to Canada",1992.0,2023-12-07T09:24:00
6237,MEXCAN09042,Mexico,Canada,1455780,2022,Export,"Pepper, genus piper, genus capsicum or pimenta",/mexico/exports/canada/pepper-genus-piper-genus-capsicum-pimenta,"Mexico exports of pepper, genus piper, genus capsicum or pimenta to Canada",1991.0,2023-12-07T09:24:00
6238,MEXCAN09021,Mexico,Canada,342039,2022,Import,Tea,/mexico/imports/canada/tea,Mexico Imports from Canada of Tea,1993.0,2023-12-07T09:24:00
6239,MEXCAN09012,Mexico,Canada,30770927,2022,Export,"Coffee, coffee husks, substitutes with coffee",/mexico/exports/canada/coffee-coffee-husks-substitutes-coffee,"Mexico exports of coffee, coffee husks, substitutes with coffee to Canada",1990.0,2023-12-07T09:24:00
6240,MEXCAN08132,Mexico,Canada,51758,2022,Export,"Fruit dried not specified elsewhere, mixtures of nuts or dried fruit",/mexico/exports/canada/fruit-dried-mixtures-nuts-dried-fruit,"Mexico exports of fruit dried not specified elsewhere, mixtures of nuts or dried fruit to Canada",1993.0,2023-12-07T09:24:00
6241,MEXCAN08112,Mexico,Canada,38580480,2022,Export,"Fruit and nuts (raw or cooked by steam), frozen",/mexico/exports/canada/fruit-nuts-raw-cooked-by-steam-frozen,"Mexico exports of fruit and nuts (raw or cooked by steam), frozen to Canada",1992.0,2023-12-07T09:24:00
6242,MEXCAN08111,Mexico,Canada,680225,2022,Import,"Fruit and nuts (raw or cooked by steam), frozen",/mexico/imports/canada/fruit-nuts-raw-cooked-by-steam-frozen,"Mexico Imports from Canada of Fruit and nuts (raw or cooked by steam), frozen",1994.0,2023-12-07T09:24:00
6243,MEXCAN08102,Mexico,Canada,5650456,2022,Export,"Fruit not specified elsewhere, fresh",/mexico/exports/canada/fruit-fresh,"Mexico exports of fruit not specified elsewhere, fresh to Canada",1990.0,2023-12-07T09:24:00
6244,MEXCAN08072,Mexico,Canada,2050738,2022,Export,"Melons and papayas, fresh",/mexico/exports/canada/melons-papayas-fresh,"Mexico exports of melons and papayas, fresh to Canada",1991.0,2023-12-07T09:24:00
6245,MEXCAN08052,Mexico,Canada,2285990,2022,Export,"Citrus fruit, fresh or dried",/mexico/exports/canada/citrus-fruit-fresh-dried,"Mexico exports of citrus fruit, fresh or dried to Canada",1990.0,2023-12-07T09:24:00
6246,MEXCAN08042,Mexico,Canada,311722547,2022,Export,"Dates, figs, pineapples, avocados, fresh or dried",/mexico/exports/canada/dates-figs-pineapples-avocados-guavas-mangoes-mangosteens-fresh-dried,"Mexico exports of dates, figs, pineapples, avocados, fresh or dried to Canada",1990.0,2023-12-07T09:24:00
6247,MEXCAN08032,Mexico,Canada,253331,2022,Export,"Bananas and plantains, fresh or dried",/mexico/exports/canada/bananas-plantains-fresh-dried,"Mexico exports of bananas and plantains, fresh or dried to Canada",1992.0,2023-12-07T09:24:00
6248,MEXCAN08012,Mexico,Canada,2290,2022,Export,"Coconuts, brazil nuts and cashew nuts, fresh or dry",/mexico/exports/canada/coconuts-brazil-nuts-cashew-nuts-fresh-dry,"Mexico exports of coconuts, brazil nuts and cashew nuts, fresh or dry to Canada",1996.0,2023-12-07T09:24:00
6249,MEXCAN07142,Mexico,Canada,370336,2022,Export,"Manioc, Jerusalem artichokes, sweet potatoes and similar roots and tubers",/mexico/exports/canada/manioc-arrowroot-salep-jerusalem-artichokes-sweet-potatoes-roots,"Mexico exports of manioc, jerusalem artichokes, sweet potatoes and similar roots and tubers to Canada",1990.0,2023-12-07T09:24:00
6250,MEXCAN07132,Mexico,Canada,837277,2022,Export,"Vegetables, leguminous, shelled, whether or not skinned or split, dried",/mexico/exports/canada/leguminous-vegetables-dried-shelled,"Mexico exports of vegetables, leguminous, shelled, whether or not skinned or split, dried to Canada",1992.0,2023-12-07T09:24:00
6251,MEXCAN07131,Mexico,Canada,16976660,2022,Import,"Vegetables, leguminous, shelled, whether or not skinned or split, dried",/mexico/imports/canada/leguminous-vegetables-dried-shelled,"Mexico Imports from Canada of Vegetables, leguminous, shelled, whether or not skinned or split, dried",1990.0,2023-12-07T09:24:00
6252,MEXCAN07122,Mexico,Canada,45870,2022,Export,"Vegetables, dried, whole, cut, but not further prepared",/mexico/exports/canada/vegetables-dried-whole-cut-no-added-preparation,"Mexico exports of vegetables, dried, whole, cut, but not further prepared to Canada",1990.0,2023-12-07T09:24:00
6253,MEXCAN06032,Mexico,Canada,206204,2022,Export,"Cut flowers and buds for bouquets, prepared",/mexico/exports/canada/cut-flowers-buds-bouquet-prepared,"Mexico exports of cut flowers and buds for bouquets, prepared to Canada",1990.0,2023-12-07T09:24:00
6254,MEXCAN06022,Mexico,Canada,3021798,2022,Export,"Live plants not specified elsewhere, cuttings, mushroom spawn",/mexico/exports/canada/live-plants-cuttings-mushroom-spawn,"Mexico exports of live plants not specified elsewhere, cuttings, mushroom spawn to Canada",1990.0,2023-12-07T09:24:00
6255,MEXCAN05111,Mexico,Canada,3996220,2022,Import,"Animal products not specified elsewhere, dead animals, inedible",/mexico/imports/canada/animal-products-dead-animals-inedible,"Mexico Imports from Canada of Animal products not specified elsewhere, dead animals, inedible",1990.0,2023-12-07T09:24:00
6256,MEXCAN07102,Mexico,Canada,5183211,2022,Export,"Vegetables (raw or cooked by steam), frozen",/mexico/exports/canada/vegetables-raw-cooked-by-steam-frozen,"Mexico exports of vegetables (raw or cooked by steam), frozen to Canada",1990.0,2023-12-07T09:24:00
6257,MEXCAN07101,Mexico,Canada,57737,2022,Import,"Vegetables (raw or cooked by steam), frozen",/mexico/imports/canada/vegetables-raw-cooked-by-steam-frozen,"Mexico Imports from Canada of Vegetables (raw or cooked by steam), frozen",1990.0,2023-12-07T09:24:00
6258,MEXCAN07092,Mexico,Canada,45824865,2022,Export,"Vegetables not specified elsewhere, fresh or chilled",/mexico/exports/canada/vegetables-fresh-chilled,"Mexico exports of vegetables not specified elsewhere, fresh or chilled to Canada",1990.0,2023-12-07T09:24:00
6259,MEXCAN07082,Mexico,Canada,6593412,2022,Export,"Leguminous vegetables, shelled or not, frozen or chilled",/mexico/exports/canada/leguminous-vegetables-shelled-frozen-chill,"Mexico exports of leguminous vegetables, shelled or not, frozen or chilled to Canada",1990.0,2023-12-07T09:24:00
6260,MEXCAN07072,Mexico,Canada,2274363,2022,Export,"Cucumbers and gherkins, fresh or chilled",/mexico/exports/canada/cucumbers-gherkins-fresh-chilled,"Mexico exports of cucumbers and gherkins, fresh or chilled to Canada",1990.0,2023-12-07T09:24:00
6261,MEXCAN07062,Mexico,Canada,2080992,2022,Export,"Carrots, turnips and other edible roots, frozen or chilled",/mexico/exports/canada/carrots-turnips-edible-roots-frozen-chill,"Mexico exports of carrots, turnips and other edible roots, frozen or chilled to Canada",1991.0,2023-12-07T09:24:00
6262,MEXCAN07052,Mexico,Canada,3572501,2022,Export,"Lettuce and chicory, fresh or chilled",/mexico/exports/canada/lettuce-chicory-fresh-chilled,"Mexico exports of lettuce and chicory, fresh or chilled to Canada",1992.0,2023-12-07T09:24:00
6263,MEXCAN07042,Mexico,Canada,16288746,2022,Export,"Cabbages, cauliflower, kale, fresh or chilled",/mexico/exports/canada/cabbages-cauliflower-kale-fresh-chilled,"Mexico exports of cabbages, cauliflower, kale, fresh or chilled to Canada",1991.0,2023-12-07T09:24:00
6264,MEXCAN07032,Mexico,Canada,1029867,2022,Export,"Onions, shallots, garlic, leeks, frozen or chilled",/mexico/exports/canada/onions-shallots-garlic-leeks-frozen-chilled,"Mexico exports of onions, shallots, garlic, leeks, frozen or chilled to Canada",1990.0,2023-12-07T09:24:00
6265,MEXCAN07022,Mexico,Canada,6492707,2022,Export,"Tomatoes, fresh or chilled",/mexico/exports/canada/tomatoes-fresh-chilled,"Mexico exports of tomatoes, fresh or chilled to Canada",1991.0,2023-12-07T09:24:00
6266,MEXCAN05041,Mexico,Canada,36283017,2022,Import,"Animal (not fish) guts, bladders, stomachs and parts",/mexico/imports/canada/animal-not-fish-guts-bladders-stomachs-parts,"Mexico Imports from Canada of Animal (not fish) guts, bladders, stomachs and parts",1990.0,2023-12-07T09:24:00
6267,MEXCAN04041,Mexico,Canada,327589,2022,Import,"Whey and milk products not specified elsewhere, flavored or not",/mexico/imports/canada/whey-milk-products-flavored,"Mexico Imports from Canada of Whey and milk products not specified elsewhere, flavored or not",1990.0,2023-12-07T09:24:00
6268,MEXCAN04021,Mexico,Canada,766568,2022,Import,"Milk and cream, concentrated or sweetened",/mexico/imports/canada/milk-cream-concentrated-sweetened,"Mexico Imports from Canada of Milk and cream, concentrated or sweetened",1990.0,2023-12-07T09:24:00
6269,MEXCAN03061,Mexico,Canada,482780,2022,Import,"Crustaceans, live, fresh , and cooked",/mexico/imports/canada/crustaceans-live-fresh-cooked,"Mexico Imports from Canada of Crustaceans, live, fresh , and cooked",1990.0,2023-12-07T09:24:00
6270,MEXCAN03032,Mexico,Canada,227906,2022,Export,"Fish, frozen (no fish fillets or other fish meat)",/mexico/exports/canada/fish-frozen-no-fish-fillets-fish-meat,"Mexico exports of fish, frozen (no fish fillets or other fish meat) to Canada",1990.0,2023-12-07T09:24:00
6271,MEXCAN03031,Mexico,Canada,875380,2022,Import,"Fish, frozen (no fish fillets or other fish meat)",/mexico/imports/canada/fish-frozen-no-fish-fillets-fish-meat,"Mexico Imports from Canada of Fish, frozen (no fish fillets or other fish meat)",1990.0,2023-12-07T09:24:00
6272,MEXCAN03022,Mexico,Canada,4449908,2022,Export,"Fish, fresh or chilled (no fillets or other meat)",/mexico/exports/canada/fish-fresh-chilled-no-fillets-meat,"Mexico exports of fish, fresh or chilled (no fillets or other meat) to Canada",1991.0,2023-12-07T09:24:00
6273,MEXCAN02101,Mexico,Canada,7493853,2022,Import,Meat and edible meat offal. Salted,/mexico/imports/canada/meat-ed-offal-salted-dried-flour-meal,Mexico Imports from Canada of Meat and edible meat offal. Salted,1990.0,2023-12-07T09:24:00
6274,MEXCAN02091,Mexico,Canada,34370923,2022,Import,Pig and poultry fat fresh chilled frozen salted dried smoked,/mexico/imports/canada/pig-poultry-fat-fresh-chilled-frozen-salted-dried-smoked,Mexico Imports from Canada of Pig and poultry fat fresh chilled frozen salted dried smoked,1991.0,2023-12-07T09:24:00
6275,MEXCAN02062,Mexico,Canada,189057,2022,Export,"Edible offal, bovine, swine, sheep, goat, horse",/mexico/exports/canada/ed-offal-bovine-swine-sheep-goat-horse,"Mexico exports of edible offal, bovine, swine, sheep, goat, horse to Canada",2004.0,2023-12-07T09:24:00
6276,MEXCAN02061,Mexico,Canada,77084240,2022,Import,"Edible offal, bovine, swine, sheep, goat, horse",/mexico/imports/canada/ed-offal-bovine-swine-sheep-goat-horse,"Mexico Imports from Canada of Edible offal, bovine, swine, sheep, goat, horse",1990.0,2023-12-07T09:24:00
6277,MEXCAN02032,Mexico,Canada,5532307,2022,Export,"Meat of swine (pork), fresh, chilled or frozen",/mexico/exports/canada/meat-swine-pork-fresh-chilled-frozen,"Mexico exports of meat of swine (pork), fresh, chilled or frozen to Canada",1992.0,2023-12-07T09:24:00
6278,MEXCAN02031,Mexico,Canada,390162070,2022,Import,"Meat of swine (pork), fresh, chilled or frozen",/mexico/imports/canada/meat-swine-pork-fresh-chilled-frozen,"Mexico Imports from Canada of Meat of swine (pork), fresh, chilled or frozen",1990.0,2023-12-07T09:24:00
6279,MEXCAN02022,Mexico,Canada,3297683,2022,Export,"Meat of bovine animals, frozen",/mexico/exports/canada/meat-bovine-animals-frozen,"Mexico exports of meat of bovine animals, frozen to Canada",2004.0,2023-12-07T09:24:00
6280,MEXCAN02021,Mexico,Canada,4638987,2022,Import,"Meat of bovine animals, frozen",/mexico/imports/canada/meat-bovine-animals-frozen,"Mexico Imports from Canada of Meat of bovine animals, frozen",1990.0,2023-12-07T09:24:00
6281,MEXCAN02012,Mexico,Canada,67009635,2022,Export,"Meat of bovine animals, fresh or chilled",/mexico/exports/canada/meat-bovine-animals-fresh-chilled,"Mexico exports of meat of bovine animals, fresh or chilled to Canada",2014.0,2023-12-07T09:24:00
6282,MEXCAN02011,Mexico,Canada,137881345,2022,Import,"Meat of bovine animals, fresh or chilled",/mexico/imports/canada/meat-bovine-animals-fresh-chilled,"Mexico Imports from Canada of Meat of bovine animals, fresh or chilled",1990.0,2023-12-07T09:24:00
6283,MEXCAN01062,Mexico,Canada,1886611,2022,Export,"Animals, live, not specified elsewhere",/mexico/exports/canada/other-live-animals,"Mexico exports of animals, live, not specified elsewhere to Canada",1991.0,2023-12-07T09:24:00
6284,MEXCAN01051,Mexico,Canada,394147,2022,Import,"Chickens, ducks, geese, turkeys, and guineas, live",/mexico/imports/canada/chickens-ducks-geese-turkeys-guineas-live,"Mexico Imports from Canada of Chickens, ducks, geese, turkeys, and guineas, live",1990.0,2023-12-07T09:24:00
6285,MEXCAN01031,Mexico,Canada,582505,2022,Import,"Swine, live",/mexico/imports/canada/swine-live,"Mexico Imports from Canada of Swine, live",1990.0,2023-12-07T09:24:00
6286,MEXCAN00002,Mexico,Canada,15401835681,2022,Export,,/mexico/exports/canada,Mexico exports to Canada,1990.0,2023-12-07T10:43:00
6287,MEXCAN00001,Mexico,Canada,13174004238,2022,Import,,/mexico/imports/canada,Mexico imports from Canada,1990.0,2023-12-07T10:43:00
6288,MEXCAFXX991,Mexico,Central African Republic,63481,2022,Import,Commodities not specified according to kind,/mexico/imports/central-african-republic/commodities-not-specified-according-to-kind,Mexico Imports from Central African Republic of Commodities not specified according to kind,1995.0,2023-12-07T10:09:00
6289,MEXCAFXX851,Mexico,Central African Republic,146037,2022,Import,"Electrical, electronic equipment",/mexico/imports/central-african-republic/electrical-electronic-equipment,"Mexico Imports from Central African Republic of Electrical, electronic equipment",1995.0,2023-12-07T10:09:00
6290,MEXCAFXX391,Mexico,Central African Republic,790,2022,Import,Plastics,/mexico/imports/central-african-republic/plastics,Mexico Imports from Central African Republic of Plastics,1997.0,2023-12-07T10:09:00
6291,MEXCAF99991,Mexico,Central African Republic,121139,2022,Import,Estimate Of Low Valued Import Transactions,/mexico/imports/central-african-republic/estimate-low-valued-import-transactions,Mexico Imports from Central African Republic of Commodities not specified according to kind,1995.0,2023-12-07T09:24:00
6292,MEXCAF85171,Mexico,Central African Republic,88379,2022,Import,Electrical Apparatus for Line Telephony or Line Telegraphy,/mexico/imports/central-african-republic/electric-apparatus-line-telephony-telephone-sets,Mexico Imports from Central African Republic of Electrical Apparatus for Line Telephony or Line Telegraphy,2006.0,2023-12-07T09:24:00
6293,MEXCAF39261,Mexico,Central African Republic,790,2022,Import,Other Articles of Plastics,/mexico/imports/central-african-republic/articles-plastics-polymers-resins,Mexico Imports from Central African Republic of Other Articles of Plastics,1997.0,2023-12-07T09:24:00
6294,MEXCAF00001,Mexico,Central African Republic,210308,2022,Import,,/mexico/imports/central-african-republic,Mexico imports from Central African Republic,1990.0,2023-12-07T10:44:00
6295,MEXBWAXX991,Mexico,Botswana,1387,2022,Import,Commodities not specified according to kind,/mexico/imports/botswana/commodities-not-specified-according-to-kind,Mexico Imports from Botswana of Commodities not specified according to kind,2005.0,2023-12-07T10:07:00
6296,MEXBWA99991,Mexico,Botswana,1387,2022,Import,Estimate Of Low Valued Import Transactions,/mexico/imports/botswana/estimate-low-valued-import-transactions,Mexico Imports from Botswana of Commodities not specified according to kind,2006.0,2023-12-07T09:22:00
6297,MEXBWA00001,Mexico,Botswana,1387,2022,Import,,/mexico/imports/botswana,Mexico imports from Botswana,2000.0,2023-12-07T10:42:00
6298,MEXBTNXX991,Mexico,Bhutan,2101,2022,Import,Commodities not specified according to kind,/mexico/imports/bhutan/commodities-not-specified-according-to-kind,Mexico Imports from Bhutan of Commodities not specified according to kind,2005.0,2023-12-07T10:06:00
6299,MEXBTN99991,Mexico,Bhutan,2101,2022,Import,Estimate Of Low Valued Import Transactions,/mexico/imports/bhutan/estimate-low-valued-import-transactions,Mexico Imports from Bhutan of Commodities not specified according to kind,2005.0,2023-12-07T09:21:00
6300,MEXBTN00001,Mexico,Bhutan,2101,2022,Import,,/mexico/imports/bhutan,Mexico imports from Bhutan,1990.0,2023-12-07T10:41:00
6301,MEXBRNXX991,Mexico,Brunei,5881,2022,Import,Commodities not specified according to kind,/mexico/imports/brunei/commodities-not-specified-according-to-kind,Mexico Imports from Brunei of Commodities not specified according to kind,1991.0,2023-12-07T10:07:00
6302,MEXBRNXX872,Mexico,Brunei,312415,2022,Export,"Vehicles other than railway, tramway",/mexico/exports/brunei/vehicles-not-railway-tramway,"Mexico exports of vehicles other than railway, tramway to Brunei",2005.0,2023-12-07T10:07:00
6303,MEXBRNXX842,Mexico,Brunei,21420,2022,Export,"Machinery, nuclear reactors, boilers",/mexico/exports/brunei/nuclear-reactors-boilers-machinery,"Mexico exports of machinery, nuclear reactors, boilers to Brunei",1994.0,2023-12-07T10:07:00
6304,MEXBRN99992,Mexico,Brunei,333835,2022,Export,Estimate Of Low Valued Import Transactions,/mexico/exports/brunei/estimate-low-valued-import-transactions,Mexico exports of estimate of low valued import transactions to Brunei,2008.0,2023-12-07T09:22:00
6305,MEXBRN99991,Mexico,Brunei,5881,2022,Import,Estimate Of Low Valued Import Transactions,/mexico/imports/brunei/estimate-low-valued-import-transactions,Mexico Imports from Brunei of Commodities not specified according to kind,1991.0,2023-12-07T09:22:00
6306,MEXBRN00002,Mexico,Brunei,333835,2022,Export,,/mexico/exports/brunei,Mexico exports to Brunei,1990.0,2023-12-07T10:42:00
6307,MEXBRN00001,Mexico,Brunei,5881,2022,Import,,/mexico/imports/brunei,Mexico imports from Brunei,1990.0,2023-12-07T10:42:00
6308,MEXBRBXX991,Mexico,Barbados,5205,2022,Import,Commodities not specified according to kind,/mexico/imports/barbados/commodities-not-specified-according-to-kind,Mexico Imports from Barbados of Commodities not specified according to kind,1994.0,2023-12-07T10:05:00
6309,MEXBRBXX942,Mexico,Barbados,21458,2022,Export,"Furniture, lighting signs, prefabricated buildings",/mexico/exports/barbados/furniture-lighting-signs-prefabricated-buildings,"Mexico exports of furniture, lighting signs, prefabricated buildings to Barbados",1996.0,2023-12-07T10:05:00
6310,MEXBRBXX902,Mexico,Barbados,119635,2022,Export,"Optical, photo, technical, medical apparatus",/mexico/exports/barbados/optical-photo-technical-medical-apparatus,"Mexico exports of optical, photo, technical, medical apparatus to Barbados",1991.0,2023-12-07T10:05:00
6311,MEXBRBXX872,Mexico,Barbados,715110,2022,Export,"Vehicles other than railway, tramway",/mexico/exports/barbados/vehicles-not-railway-tramway,"Mexico exports of vehicles other than railway, tramway to Barbados",1997.0,2023-12-07T10:05:00
6312,MEXBRBXX822,Mexico,Barbados,1361,2022,Export,"Tools, implements, cutlery of base metal",/mexico/exports/barbados/tools-implements-cutlery-base-metal,"Mexico exports of tools, implements, cutlery of base metal to Barbados",1995.0,2023-12-07T10:05:00
6313,MEXBRBXX852,Mexico,Barbados,1613927,2022,Export,"Electrical, electronic equipment",/mexico/exports/barbados/electrical-electronic-equipment,"Mexico exports of electrical, electronic equipment to Barbados",1990.0,2023-12-07T10:05:00
6314,MEXBRBXX851,Mexico,Barbados,39939,2022,Import,"Electrical, electronic equipment",/mexico/imports/barbados/electrical-electronic-equipment,"Mexico Imports from Barbados of Electrical, electronic equipment",1991.0,2023-12-07T10:05:00
6315,MEXBRBXX842,Mexico,Barbados,3539046,2022,Export,"Machinery, nuclear reactors, boilers",/mexico/exports/barbados/nuclear-reactors-boilers-machinery,"Mexico exports of machinery, nuclear reactors, boilers to Barbados",1991.0,2023-12-07T10:05:00
6316,MEXBRBXX841,Mexico,Barbados,1052,2022,Import,"Machinery, nuclear reactors, boilers",/mexico/imports/barbados/nuclear-reactors-boilers-machinery,"Mexico Imports from Barbados of Machinery, nuclear reactors, boilers",1990.0,2023-12-07T10:05:00
6317,MEXBRBXX832,Mexico,Barbados,62505,2022,Export,Miscellaneous articles of base metal,/mexico/exports/barbados/miscellaneous-articles-base-metal,Mexico exports of miscellaneous articles of base metal to Barbados,1992.0,2023-12-07T10:05:00
6318,MEXBRBXX732,Mexico,Barbados,1108378,2022,Export,Articles of iron or steel,/mexico/exports/barbados/articles-iron-steel,Mexico exports of articles of iron or steel to Barbados,1993.0,2023-12-07T10:05:00
6319,MEXBRBXX702,Mexico,Barbados,3233,2022,Export,Glass and glassware,/mexico/exports/barbados/glass-glassware,Mexico exports of glass and glassware to Barbados,1990.0,2023-12-07T10:05:00
6320,MEXBRBXX682,Mexico,Barbados,158381,2022,Export,"Stone, plaster, cement, asbestos, mica or similar materials",/mexico/exports/barbados/stone-plaster-cement-asbestos-mica-materials,"Mexico exports of stone, plaster, cement, asbestos, mica or similar materials to Barbados",1997.0,2023-12-07T10:05:00
6321,MEXBRBXX482,Mexico,Barbados,14269,2022,Export,"Paper and paperboard, articles of pulp, paper and board",/mexico/exports/barbados/paper-paperboard-articles-pulp-paper-board,"Mexico exports of paper and paperboard, articles of pulp, paper and board to Barbados",1993.0,2023-12-07T10:05:00
6322,MEXBRBXX402,Mexico,Barbados,48089,2022,Export,Rubbers,/mexico/exports/barbados/rubbers,Mexico exports of rubbers to Barbados,1997.0,2023-12-07T10:05:00
6323,MEXBRBXX392,Mexico,Barbados,2118667,2022,Export,Plastics,/mexico/exports/barbados/plastics,Mexico exports of plastics to Barbados,1993.0,2023-12-07T10:05:00
6324,MEXBRBXX382,Mexico,Barbados,448618,2022,Export,Miscellaneous chemical products,/mexico/exports/barbados/miscellaneous-chemical-products,Mexico exports of miscellaneous chemical products to Barbados,1990.0,2023-12-07T10:05:00
